timestamp,Zona1,codo_izq,codo_drc,rodilla_izq,rodilla_drc,mano_izq,mano_drc,pie_izq,pie_drc
2024-09-05 13:29:47,40.852000000000004,,,,,,,,
2024-09-05 13:29:58,,,40.29019607843138,,,,,,
2024-09-05 13:31:01,40.76060606060606,,,40.29019607843138,,,,,
2024-09-05 13:32:02,40.81436720142603,,,,,,,,
2024-09-05 13:33:03,,,,,,,,,
2024-09-05 13:34:04,,,,,,,,39.99450980392157,
2024-09-05 13:35:06,40.87019607843138,,,,,,,,
2024-09-05 13:36:07,40.70204481792717,40.826127450980394,,,,,,,
2024-09-05 13:37:08,40.6809243697479,,,,40.29019607843138,,,,
2024-09-05 13:38:10,40.62530718954249,40.86308823529412,,,,,,,
2024-09-05 13:39:11,,40.826127450980394,,,39.69882352941177,,,,
2024-09-05 13:41:13,,,40.5647619047619,,,,,,
2024-09-05 13:42:15,40.57718569780854,,,,,,,,
2024-09-05 13:43:16,40.620668973471744,40.88156862745099,40.548921568627456,,,,,,
2024-09-05 13:44:17,,40.85200000000001,,39.25529411764706,,,,,
2024-09-05 13:45:18,40.50028895768834,,,,,,,,
2024-09-05 13:46:19,,,,,39.40313725490197,,,,
2024-09-05 13:47:21,40.54152941176471,,,38.22039215686274,,,,,
2024-09-05 13:48:22,,40.80764705882354,,,,,,,
2024-09-05 13:49:23,40.45446623093682,,,,,,,,
2024-09-05 13:50:24,,40.85200000000001,,,,,,,
2024-09-05 13:51:25,40.585882352941184,40.866784313725496,40.696764705882366,,,,,,
2024-09-05 13:52:27,40.66415224913495,,40.74509803921569,40.14235294117647,,,,,
2024-09-05 13:53:28,,,40.797086834733896,,,,,,
2024-09-05 13:54:30,40.585882352941184,,,,,,,,
2024-09-05 13:55:31,40.55420168067228,,,,,,,,
2024-09-05 13:56:32,40.45915966386555,,40.85547866205306,,,,,,
2024-09-05 13:57:33,,40.7583660130719,,,,,,,
2024-09-05 13:59:36,,,40.90004901960785,,,,,,
2024-09-05 14:00:37,40.462679738562095,40.852000000000004,,,,,,,
2024-09-05 14:01:38,40.49964052287582,,,,,,,,
2024-09-05 14:02:39,40.34395721925134,,40.90128104575163,,,,38.959607843137256,,
2024-09-05 14:03:41,40.34395721925134,,,,,,,,
2024-09-05 14:04:42,,,40.930849673202616,,,,,,
2024-09-05 14:05:43,,,40.920993464052295,,,,,,
2024-09-05 14:07:45,,,40.81688725490196,,,,38.22039215686274,,
2024-09-05 14:08:47,,,,,,,,40.438039215686274,
2024-09-05 14:09:48,,,40.79286274509805,,,,,40.14235294117647,
2024-09-05 14:10:49,,,40.797086834733896,,39.6002614379085,,,,
2024-09-05 14:11:50,,,40.81333333333334,,,,,39.61011764705883,
2024-09-05 14:17:58,,,40.81333333333334,,,,,,
2024-09-05 14:18:59,,,40.83607843137255,,,,,,
2024-09-05 14:23:04,,,,,39.61011764705883,,,,
2024-09-05 14:24:06,,,,,39.60474153297683,,,,
2024-09-05 14:25:07,,,,,39.56330065359477,,,,
2024-09-05 14:35:19,,,,,39.57562091503269,,,39.56576470588236,
2024-09-05 14:37:22,,39.69882352941177,,,,,,,
2024-09-05 14:40:26,,,40.98505882352941,,39.60784313725491,,,,
2024-09-05 14:41:27,,39.99450980392157,,,,,,,
2024-09-05 14:42:29,,,,,,,,39.56330065359477,
2024-09-05 14:43:30,,,,,,,,,
2024-09-05 14:46:34,,39.55098039215687,,,39.42284967320261,,,,
2024-09-05 14:47:35,40.73372549019608,,,,39.31997549019608,,,,
2024-09-05 14:48:36,,,,,39.27500653594772,,,,
2024-09-05 14:49:37,,,,,,,,39.45689839572193,
2024-09-05 14:50:39,,,,,,,,39.28486274509804,
2024-09-05 14:51:40,,,,,,,,39.33593582887701,39.23886710239652
2024-09-05 14:52:41,,,,,39.117307189542494,,,39.366176470588236,39.25529411764707
2024-09-05 14:53:43,,,,,39.05464985994398,,,39.36901960784314,39.27172113289761
2024-09-05 14:54:44,,,,,39.01647058823529,,,39.35033613445379,
2024-09-05 14:59:51,,39.95226890756302,,38.704242424242416,,,,,
2024-09-05 15:00:52,,,,,38.878966131907305,,,,
2024-09-05 15:01:53,,,,,,,,,39.25529411764707
2024-09-05 15:02:54,,,,38.66392156862745,39.00396078431372,,,39.3248673587082,
2024-09-05 15:03:55,,,,38.64117647058823,,,,39.29636165577343,
2024-09-05 15:04:57,,,,38.748403361344536,,,,39.31617070357555,
2024-09-05 15:05:58,,,,38.737843137254906,38.959607843137256,,,,39.27172113289761
2024-09-05 15:06:59,,,,,38.95960784313726,,,,39.238867102396526
2024-09-05 15:08:00,,,,38.811764705882354,,,,,39.238867102396526
2024-09-05 15:09:02,,40.14235294117647,,38.89873125720877,38.85400560224089,,,,39.27172113289762
2024-09-05 15:10:03,40.35355742296919,40.260627450980394,,38.9185403050109,,39.10745098039216,,,
2024-09-05 15:11:04,40.37890196078432,40.1669934640523,,38.951826625387,,39.10745098039216,,39.394440599769325,
2024-09-05 15:12:05,40.373357843137256,40.1669934640523,,38.974392156862756,,39.10745098039216,,39.429227220299886,
2024-09-05 15:13:07,40.38585928489043,,,38.994808590102714,,,,39.44933823529412,
2024-09-05 15:14:08,40.43803921568628,,,,,,,39.48198692810458,
2024-09-05 15:15:09,40.383570691434464,,,38.99992869875223,,,,39.48761904761905,
2024-09-05 15:16:11,40.37890196078431,,40.31976470588235,,,,,39.498179271708686,
2024-09-05 15:17:12,,,,,,,,39.498179271708686,
2024-09-05 15:18:13,,,,39.107450980392166,,,,39.47705882352942,
2024-09-05 15:19:14,40.380187553282184,,,39.12761140819964,,,,39.50549019607843,
2024-09-05 15:20:16,40.401078431372554,,40.29019607843137,39.14105169340463,,,,,
2024-09-05 15:21:17,40.396643137254905,,40.31976470588235,,,,,,
2024-09-05 15:22:18,40.39254901960784,,40.330516934046344,39.227133520074695,,,,,
2024-09-05 15:23:19,40.39423384168482,,40.33947712418301,39.24185383244206,,,,39.456898395721936,
2024-09-05 15:24:21,40.37995798319328,,,39.26201426024954,,,,,
2024-09-05 15:25:22,40.34117647058824,40.306623093681914,40.29019607843137,39.297535014005604,,,,,
2024-09-05 15:26:24,40.34117647058824,40.419558823529414,40.25607843137256,39.32921568627451,,,,,
2024-09-05 15:27:25,40.31058823529412,,40.267450980392155,39.364231166150674,,,,39.43001782531194,
2024-09-05 15:28:26,40.274901960784305,,40.30075630252101,39.38671023965142,,,,,
2024-09-05 15:29:27,40.264705882352935,,40.31976470588235,39.42053056516725,,,,,
2024-09-05 15:30:28,40.269803921568624,,40.2994362745098,,,,,,
2024-09-05 15:31:29,40.279999999999994,,,,,,,,
2024-09-05 15:32:31,40.218823529411765,,,,,,,,
2024-09-05 15:33:32,40.20149019607843,40.46267973856209,,39.44662053056518,,,,,
2024-09-05 15:34:33,40.21134640522876,,,39.52489042675895,,,,,
2024-09-05 15:35:34,40.162065359477126,40.46267973856209,,39.53358708189158,,,,,
2024-09-05 15:36:36,40.12264052287582,,,,,,,,
2024-09-05 15:37:37,40.06350326797386,40.46267973856209,40.30075630252101,39.524890426758944,,,,,
2024-09-05 15:38:38,40.06843137254902,40.48732026143791,40.31131652661065,39.523259803921576,,,,,
2024-09-05 15:39:40,40.01915032679738,,,39.521411764705896,,,,,
2024-09-05 15:40:41,39.979725490196074,,,,,,,39.40313725490197,
2024-09-05 15:41:42,39.93044444444445,,,,,,,,
2024-09-05 15:42:43,39.95508496732025,,,,,,,,
2024-09-05 15:43:45,39.94522875816995,,40.26555555555556,,,,,,
2024-09-05 15:44:46,39.91803921568628,,40.276755793226386,,,,,,
2024-09-05 15:45:47,39.915308123249304,,40.304980392156864,,,,,,
2024-09-05 15:46:49,39.879520697167756,,,,,,,,
2024-09-05 15:47:50,39.93427741466957,,,,,,,,
2024-09-05 15:48:52,39.87404502541757,,,39.107450980392166,,,,,
2024-09-05 15:49:53,39.84666666666667,,,39.09401069518717,,,,,
2024-09-05 15:50:54,39.82476397966594,,,39.07788235294118,,,,,
2024-09-05 15:51:55,39.808336964415396,,,,,,,,
2024-09-05 15:52:57,39.78643427741467,,40.449411764705886,39.018745098039226,,,,,
2024-09-05 15:53:58,39.715250544662304,,40.40392156862745,,,,,,
2024-09-05 15:54:59,39.77548293391431,,,,,,,,
2024-09-05 15:56:00,39.76705882352941,,40.39254901960784,38.84872549019608,,,,,
2024-09-05 15:57:01,39.704509803921574,,40.41529411764706,,,,,,37.03764705882353
2024-09-05 16:02:08,39.670392156862746,,,,,,,,
2024-09-05 16:03:09,39.669254901960784,40.29019607843138,,,,,,,
2024-09-05 16:04:10,,40.14235294117647,,,,,,,
2024-09-05 16:05:11,,,,,39.25529411764706,,,,
2024-09-05 16:06:13,,,,,,,,,
2024-09-05 16:11:19,39.61818181818182,,40.32715686274509,,,,,,
2024-09-05 16:12:20,39.6706629318394,,,,,,,,
2024-09-05 16:13:21,39.67664705882353,,,,,,,,
2024-09-05 16:14:22,39.675479876160985,,,,,,,,
2024-09-05 16:15:24,39.69882352941176,,40.221960784313715,38.66392156862746,,,39.84666666666666,,
2024-09-05 16:16:25,39.813812636165586,,40.25607843137254,,,,,,
2024-09-05 16:19:29,39.829273356401394,,40.277875816993465,38.56535947712419,,,,,
2024-09-05 16:20:30,39.791225490196084,,40.27675579322638,,,,,,
2024-09-05 16:22:33,,,40.22859477124183,,,,,,
2024-09-05 16:23:34,39.983949579831936,,,,,,,,
2024-09-05 16:24:35,39.94901960784314,,,,,,,,
2024-09-05 16:27:39,,,40.24091503267974,,,,,,
2024-09-05 16:37:51,,,40.20395424836601,,,,39.25529411764706,,
2024-09-05 16:53:09,39.87354723707666,,,,,,,,
2024-09-05 16:55:12,,40.585882352941184,,,,40.585882352941184,,,
2024-09-05 16:56:13,,,,39.01874509803922,,,,,
2024-09-05 16:57:14,,40.29019607843138,,,,,,,
2024-09-05 16:59:17,,,,,39.772745098039216,,,,
2024-09-05 17:00:18,,,,,,,39.69882352941177,,
2024-09-05 17:01:19,,,,,40.24091503267974,,40.29019607843138,,
2024-09-05 17:02:20,,,,,40.216274509803924,,,,
2024-09-05 17:03:21,,,,,40.240915032679744,,37.333333333333336,,
2024-09-05 17:04:23,,,,,40.31483660130719,,,39.19193277310925,
